,created_date,tweets,sentiment
222,2019-04-30,RT @ TheStreet : @ elonmusk Brought up interesting memories @ JimCramer :,Positive
223,2019-04-30,RT @ TheStreet : 's @ EricJhonsa thinks $ NXPI stock looking cheap earnings beat :,Positive
224,2019-04-30,Alphabet 's quarter : bump road window opportunity ?,Neutral
225,2019-04-30,RT @ TheStreet : . @ JimCramer n't expecting great quarter $ AAPL . 's 's watching :,Positive
226,2019-04-30,RT @ TheStreet : $ AAPL portfolio FAANG bite ? @ AnnieGaus breaks down need know :,Negative
227,2019-04-30,Microsoft $ MSFT CEO firing cylinders,Neutral
228,2019-04-30,"RT @ TheStreet : Shallowfake ? @ JimCramer give definition talk $ GOOGL , $ AAPL goes live @ marKatRoss 10 ET…",Positive
229,2019-04-30,RT @ TheStreet : case missed : $ GOOGL edition,Neutral
230,2019-04-30,hate trash -but $ GOOGL ugh..,Negative
231,2019-04-30,"Hey , Apple , 's @ Sarge986 wants hear",Positive
232,2019-04-30,thought Shallowfake reminiscent father viewed me.. go,Neutral
233,2019-04-30,"RT @ realmoney : see signs tell us market expensive , whole sections might ridiculously che…",Negative
234,2019-04-30,'s kind oxymoronic ; shallow fake may actually represent deep truth ... great non-material information…,Positive
235,2019-04-30,Sixer win takes sting out miserable Google quarter ... .,Negative
236,2019-04-30,"Well , google world 's largest buyer renewable energy -- searching positives ... .",Neutral
237,2019-04-30,"RT @ TheStreet : fun , games tweets aside , @ JimCramer explains thinks @ ElonMusk CEO . 's probably think : …",Positive
238,2019-04-29,Jeez watch tonight 's @ MadMoneyOnCNBC,Neutral
239,2019-04-29,thanks memories ...,Positive
240,2019-04-29,know long remember ever hear Musk great Cook pedestrian . 's often…,Positive
241,2019-04-29,'s like saying plane/plain Allen Iverson ... listened Cook bashing one of…,Neutral
242,2019-04-29,"sparky , n't talking popularity either . need stay focused .",Neutral
243,2019-04-29,RT @ ScottWapnerCNBC : @ altcap @ HalftimeReport @ CNBC @ jimcramer man @ jimcramer out soon another stellar lineup . J…,Positive
244,2019-04-29,"RT @ TheStreet : . @ JimCramer warned 's always something gets $ GOOGL investors concerned earnings , . Catc…",Neutral
245,2019-04-29,rap heard years innovation . alphabet done ? Facebook ? Intel ? Microsoft ? T…,Neutral
246,2019-04-29,someone put together IPO basket ram higher ? Pinterest Zoom out hand !,Positive
247,2019-04-29,"sadly , nailed",Negative
248,2019-04-29,RT @ TheStreet : Kohl 's $ KSS 'screaming buy ? ' @ JimCramer says retailer play future department store :,Neutral
249,2019-04-29,RT @ TheStreet : $ GOOGL take another step toward $ 1 trillion market cap bar set high ? @ EricJhonsa # Stockof…,Positive
250,2019-04-29,"RT @ TheStreet : . @ ElonMusk , checked : @ JimCramer real proof :",Positive
251,2019-04-29,"Cheapest , hated stock market ?",Negative
252,2019-04-29,"totally true , old friend , n't able get movie lifetime White House Corresponde…",Positive
253,2019-04-29,"RT @ TheStreet : all-time high mean 's time sell stock ? necessarily . educational tips @ JimCramer , check out…",Positive
254,2019-04-29,"RT @ TheStreet : Topping @ JimCramer 's watchlist : $ MCD , $ GE , $ AAPL . Curious names @ JimCramer 's Action Alerts Plus ? Check it…",Neutral
